k,h,acuracia,distancia_centroides_q1_q2,indice_fisher_q1_q2,acuracia_logreg_q1_q2,entropia_q1_q2,entropia_condicional_q1_q2,angulo_vetores_classes_q1_q2,score_entropia_mais_inverso_angulo,razao_intra_interclasse_q1_q2,q1_eq_q2_proximos,comprimento_fronteira_logreg_q1_q2,mutual_information_q1_q2_y,desvio_projecao_centroide_q1_q2,diferenca_inclinacao_media_q1_q2,curvatura_fronteira_q1_q2,diferenca_skew_q1_q2,proporcao_baixa_margem_q1_q2,distancia_media_signed_q1_q2,media_cosseno_direcao_separacao_q1_q2,reversoes_fluxo_direcional_q1_q2,energia_repulsao_entre_classes_q1_q2,mudancas_classe_orbita_q1_q2,dominancia_media_anular_q1_q2,n_componentes_conexos_q1_q2,variancia_pca_q1_q2,mudancas_classe_espiral_q1_q2,desequilibrio_quadrantes_q1_q2,mudancas_angulo_classe_q1_q2,distancia_centros_gravitacionais_q1_q2,indice_silhueta_q1_q2,lda_separabilidade_q1_q2
1,1.0,0.8912280701754387,0.22507907903927765,4.6556607391959835e+28,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.1719589101696286,1.323270589609022,0.10882405426195942,90.0,29,,0.0,0.02867879302345791,0.2548330189035944,0,336105.82440830895,2,1.0,2,1.0,4,0,0,0.22507907903927582,1.0,50660.59182116939
1,1.3894954943731381,0.8912280701754387,0.16198618847686133,5.962512234692465e+29,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.10225481320115636,1.3223918549868778,0.07831911273023211,90.0,23,,0.0,0.02063971645794804,0.25483299887665867,0,466936.761924067,2,1.0,2,1.0,4,0,0,0.16198618847686144,1.0,26239.525257261244
1,1.9306977288832505,0.8912280701754387,0.1165791390708615,1.1446378980452198e+29,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.043373064559774036,1.3223918549868778,0.0563651433541102,90.0,15,,1.0,0.014854108229591288,0.25483296021070606,0,648650.6551444108,2,1.0,2,1.0,4,0,0,0.11657913907086133,1.0,13590.695666503267
1,2.682695795279726,0.8912280701754387,0.08390033616010825,4.508861786337889e+28,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,0.0,,1.3223918549868778,0.04056518612860921,90.0,0,,1.0,0.010690288878045358,0.2548328855584647,0,900996.3942970862,2,1.0,2,1.0,4,0,0,0.08390033616010766,1.0,7039.266407779169
1,3.7275937203149416,0.8912280701754387,0.060381869894410176,9.412534333273369e+28,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.02919418327938511,90.0,0,,1.0,0.0076936477457728025,0.25483274142764695,0,1251350.2001861185,2,1.0,2,1.0,4,0,0,0.06038186989441014,1.0,3645.970211945478
1,5.1794746792312125,0.8912280701754387,0.04345596667202664,1.1327356107401245e+29,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.323270589609022,0.02101063544114326,90.0,0,2.0,1.0,0.005537008055750296,0.2548324631549574,0,1737626.4558629876,2,1.0,2,1.0,4,0,0,0.04345596667202667,1.0,1888.4210394002903
1,7.196856730011521,0.8912280701754387,0.031274636620272855,9.383095783507214e+28,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.015121053307641043,90.0,0,,1.0,0.003984905369015453,0.25483192589582526,0,2412266.9822762436,2,1.0,2,0.9999999999999885,4,0,0,0.03127463662027303,1.0,978.1028957301119
1,10.0,0.8912280701754387,0.022507907903927753,8.589218996394211e+28,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.010882405426195937,90.0,0,,1.0,0.0028678793023457893,0.2548308886157503,0,3347678.180644553,2,1.0,2,1.0,4,0,0,0.022507907903927645,1.0,506.60591821169345
1,13.894954943731374,0.8912280701754387,0.016198618847686152,2.051665386356301e+29,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.323270589609022,0.007831911273023212,90.0,0,,1.0,0.002063971645794804,0.2548288859597703,0,4643583.650079928,2,1.0,2,1.0,4,0,0,0.01619861884768611,1.0,262.395252572613
1,19.306977288832506,0.8912280701754387,0.011657913907086087,1.4639492027640747e+29,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.00563651433541102,90.0,0,,1.0,0.001485410822959129,0.25482501950465286,0,6436856.112238359,2,1.0,2,0.9999999999999934,4,0,0,0.011657913907086178,1.0,135.9069566650312
1,26.826957952797258,0.8912280701754387,0.008390033616010732,6.2839422290182535e+28,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.00405651861286092,90.0,0,,1.0,0.0010690288878045357,0.25481755480287993,0,8914452.335886193,2,1.0,2,0.9999999999999879,4,0,0,0.008390033616010754,1.0,70.39266407779012
1,37.2759372031494,0.8912280701754387,0.006038186989441009,1.8568297615002986e+29,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.002919418327938512,90.0,0,,1.0,0.0007693647745772804,0.25480314366813367,0,12330025.15729692,2,1.0,2,1.0,4,0,0,0.006038186989441011,1.0,36.459702119454676
1,51.794746792312125,0.8912280701754387,0.004345596667202632,1.6077771743155023e+29,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.0021010635441143254,90.0,0,,1.0,0.0005537008055750296,0.2547753236563395,0,17024486.399847638,2,1.0,2,0.9999999999999902,4,0,0,0.004345596667202625,1.0,18.884210394002622
1,71.96856730011521,0.8912280701754387,0.003127463662027307,7.727320961442955e+28,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.001512105330764104,90.0,0,,1.0,0.0003984905369015452,0.2547216247901275,0,23449992.912533533,2,1.0,2,1.0,4,0,0,0.0031274636620272937,1.0,9.781028957301256
1,100.0,0.8912280701754387,0.0022507907903927646,5.387158154538399e+31,0.6274165202108963,0.0,0.0,90.0,0.0,0.0,1.0,,1.3223918549868778,0.0010882405426195937,90.0,0,,1.0,0.0002867879302345789,0.25461799756893316,0,32195123.5768434,2,1.0,2,1.0,4,0,0,0.002250790790392765,1.0,5.066059182116887
3,1e-05,0.24210526315789474,22507.770184338155,177930722.39042714,1.0,6.445818823629728e-05,6.445818823629728e-05,89.99925482672819,0.00024578651093186345,9.735582799747151e-06,0.0,18510.213866880986,1.3223918549868778,10882.338901071818,89.99925482725752,30,33.02217408185925,0.0,2867.8846853753726,0.25483303730779566,0,3.3625720920642412,0,1.0,2,0.9999999887496956,0,0,0,22507.76993066205,0.9999907218644352,88965345.57176606
3,1.3894954943731388e-05,0.35438596491228075,16198.081620360961,4969569.396321284,1.0,0.000288202289563892,0.000288202289563892,89.9955692441793,0.0011540900198397242,6.239754895393014e-05,0.0,13321.766894264514,1.3223918549868778,7831.653114019494,89.99556938200469,30,32.030874557183125,0.0,2064.0256740180785,0.25483292178769296,0,4.6724055910358295,0,1.0,2,0.9999995957264428,0,0,0,16198.075023454658,0.9999391425294014,2484784.6746291015
3,1.9306977288832537e-05,0.4175438596491228,11656.744326510738,368503.6457321533,1.0,0.0007826835816261813,0.0007826835816261813,89.98401503157508,0.0033325145174920817,0.00025220802745209195,0.0,9591.590056988221,1.3223918549868778,5635.964440313804,89.9840218759284,30,29.42563235588544,0.0,1485.6708802603891,0.25483116092162494,0,6.492730605464093,0,1.0,2,0.9999944901482785,0,0,0,11656.678730358875,0.9997466400282952,184251.82261623265
3,2.6826957952797274e-05,0.47192982456140353,8388.50564921176,54145.753889018655,1.0,0.001486984239900663,0.001486984239900663,89.95970353555155,0.006829399132971901,0.000735036176508785,0.0,6927.335793371229,1.3223918549868778,4055.8578758642816,89.95981450838202,29,25.168510790927797,0.0,1069.7594198009158,0.2548166990196837,0,9.022426025131569,0,1.0,2,0.9999617669239512,0,0,0,8388.172126006928,0.9992413613474982,27072.87693409337
3,3.7275937203149456e-05,0.5543859649122808,6037.130629680896,12844.003324623965,1.0,0.002238334313579379,0.002238334313579379,89.92109846861634,0.011195582761768876,0.0016936174722612285,0.0,5059.39291846442,1.3223918549868778,2919.1506599378035,89.92190751506877,29,20.29176773149317,0.0,770.766672232636,0.2547457846852562,0,12.53687027214832,0,1.0,2,0.9998349393429801,0,0,0,6036.094025077772,0.9982219920982821,6422.001661180417
3,5.1794746792312125e-05,0.5929824561403508,4345.874696829676,4279.675150910354,1.0,0.002996467292134875,0.002996467292134875,89.86962488419871,0.01622937877446007,0.0032914413421632686,0.0,3779.172101195676,1.3223918549868778,2101.7353606258634,89.87292356260589,29,15.421725953921277,0.0,555.7914750004463,0.2545320848351443,0,17.416924927634415,0,0.8666666666666667,2,0.9994946809136646,0,0,0,4343.706616910497,0.9965263865014349,2139.8375752127354
3,7.196856730011529e-05,0.6508771929824562,3129.454619507484,1820.5880766409118,1.0,0.003837681733488588,0.003837681733488588,89.8066488283871,0.022108923051673494,0.005633341091334591,0.0,2901.028718223826,1.3223918549868778,1513.991174182974,89.8154682027329,28,10.544741045886495,0.0,401.15623659524806,0.25413717973538424,0,24.189949052390205,0,0.8666666666666667,2,0.9987993221709567,0,0,0,3126.160833768828,0.9940747891094539,910.294038235845
3,0.0001,0.7017543859649124,2254.3061184128787,924.1984001653043,1.0,0.004740262734545111,0.004740262734545111,89.73308569877003,0.02871807959257907,0.008716332399790692,0.0,2423.5317805553645,1.3059145539510681,1091.2601859533063,89.75059104324652,31,6.000516631930032,0.0,289.863829705127,0.2536722723278796,0,33.58762177958904,0,0.8285714285714285,3,0.9976291745404255,0,0,0,2250.2419026055427,0.990898496340611,462.0992000406333
3,0.0001389495494373139,0.736842105263158,1624.4259574104324,534.8308228933327,1.0,0.005552135464569645,0.005552135464569645,89.65167977109346,0.03542748633291679,0.012430183757115973,0.0,2317.216606848837,1.3058946672543263,787.0480635518967,89.6802672873491,37,2.417185151685861,0.0,209.72082311691995,0.2532260300361622,0,46.625286412417196,0,0.8207547169811321,3,0.9959117283039892,0,0,0,1619.8960977273491,0.9871119563352919,267.4154114195661
3,0.00019306977288832537,0.7684210526315789,1171.0126607338468,343.1799698367521,1.0,0.006160450606273733,0.006160450606273733,89.56771964234564,0.04160693732073082,0.016712729515209947,0.0,1705.4418804022016,1.3058946672543263,568.0353756303101,89.60949944314225,36,0.019787712622782117,0.0,152.03086513803004,0.2527383961657714,0,64.70403874136312,0,0.672368601619322,9,0.9936466770281595,0,0,0,1166.261337128537,0.9827248626615172,171.5899848969046
3,0.0002682695795279727,0.7912280701754386,844.7608215530771,239.17159104737695,1.0,0.0065947033825662525,0.0065947033825662525,89.48665178546423,0.047078513475265635,0.02176963627330649,0.0,1330.5499354654708,1.3058782037519063,410.36538743712146,89.54446919430167,36,1.3909722084771685,0.0,110.60136734223214,0.25212768147687586,0,89.73481886822039,0,0.7376924745174582,12,0.9908909527351487,0,1,0,840.0698398562628,0.9774145192417746,119.58579550364877
3,0.00037275937203149455,0.8105263157894737,610.1610842060404,176.3377347263164,1.0,0.007018928216722152,0.007018928216722152,89.41007632248952,0.052292261092501124,0.028110445280887665,0.0,1029.0474952763893,1.2895038585328016,296.90575673822894,89.48783416476721,37,2.0508120558116065,0.0,80.93680608331124,0.2513874036383689,0,124.29935900644024,0,0.9898193760262726,14,0.9876089802430457,0,1,0,605.7266654404505,0.9705586269472986,88.16886734227768
3,0.0005179474679231213,0.8508771929824561,441.49502175669414,133.21483561481173,1.0,0.007681833926256214,0.007681833926256214,89.33295450076864,0.058305091926571115,0.03635187448951874,0.0,766.5613245556717,1.289406417588146,215.29167604931945,89.43529520406604,37,2.0922214683864375,0.0,59.69483002891214,0.2504423907237223,0,171.8868103410792,0,0.9866677624670118,13,0.9835142440790977,0,1,0,437.30625132161805,0.9615261452149678,66.60741778464475
3,0.0007196856730011528,0.8543859649122807,320.1595561208665,100.79133463306738,1.0,0.008871157232708244,0.008871157232708244,89.24425268728365,0.06660089270922906,0.047049867532427306,0.0,553.5408623470465,1.286483650731576,156.57866246282018,89.37578427090888,36,1.6648438923464162,0.0,44.409734192259755,0.2490822418443565,0,237.22316874850847,0,0.9637590861889928,14,0.9781912471769184,0,0,0,316.1108187098806,0.9498481597535634,50.39566729175641
3,0.001,0.870175438596491,232.8057375057603,76.17794004050019,1.0,0.010921407685028537,0.010921407685028537,89.12935742817083,0.07899438840058019,0.060747082201321134,0.0,432.55244899474616,1.2876704912371575,114.3167010023294,89.29281037520003,36,0.9879410692721766,0.0,33.33250907699414,0.24708579001005734,0,326.63364111746847,0,0.75204153882464,14,0.9714807683372721,0,0,0,228.83072241477356,0.9351007179611392,38.088969993482394
3,0.001389495494373139,0.8789473684210526,169.9126455201504,58.146916409193544,1.0,0.014245178930105892,0.014245178930105892,88.9705721163359,0.09770745289757865,0.07806626326669397,0.0,266.44892232443993,1.2894484261334176,83.880392813957,89.16380329913424,24,0.2948532356428246,0.0,25.26790552683683,0.2442289467870456,0,448.3468494158524,0,0.723063308373043,15,0.9637456844994623,0,0,0,165.9955429735022,0.9166625486365536,29.073458175318734
3,0.0019306977288832496,0.8807017543859649,124.67220517570192,45.320514943895816,1.0,0.01922588995230312,0.01922588995230312,88.74596636819182,0.1250800680548392,0.09966357182820146,0.0,201.54681515327067,1.2883449887794323,61.95928759077964,88.95883944238854,22,0.2068165912227724,0.0,19.397703064891,0.2401250970062807,1,612.6661568484009,0,0.7064661654135339,13,0.9557790356421296,0,1,0,120.79838209488992,0.8937378798216417,22.660257438911685
3,0.002682695795279727,0.8859649122807018,92.15839687093259,36.236260336671904,1.0,0.025886661697510072,0.025886661697510072,88.43254919487445,0.16234056703636648,0.12566260694261425,0.0,152.44706622966925,1.288477709366013,46.167135774671536,88.64489820128216,21,0.3961441334121274,0.0,15.128297704106927,0.233958470329646,1,832.0142081602677,0,0.7364223602484472,10,0.94846532257969,0,1,0,88.28426485897681,0.8659929155257725,18.118130129685294
